,AMT,AMT,AMT,AMT,AMT,BABA,BABA,BABA,BABA,BABA,BLK,BLK,BLK,BLK,BLK,COST,COST,COST,COST,COST,CRM,CRM,CRM,CRM,CRM,FB,FB,FB,FB,FB,MSFT,MSFT,MSFT,MSFT,MSFT,NFLX,NFLX,NFLX,NFLX,NFLX,NVDA,NVDA,NVDA,NVDA,NVDA,ORCL,ORCL,ORCL,ORCL,ORCL,PFE,PFE,PFE,PFE,PFE,PPG,PPG,PPG,PPG,PPG,SPY,SPY,SPY,SPY,SPY,SQ,SQ,SQ,SQ,SQ,TROW,TROW,TROW,TROW,TROW,UNH,UNH,UNH,UNH,UNH
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2017-04-05,120.87,121.74,120.57,120.64,1480649.0,108.34,108.82,107.32,107.44,5905010,383.48,386.79,380.195,380.93,319640.0,167.29,168.08,158.05,158.18,1299058,83.19,86.42,83.01,85.36,11985495,142.21,143.44,141.29,141.85,13942483,66.3,66.35,65.4443,65.56,18152399,146.18,146.25,143.26,143.62,3880151,100.06,102.37,99.5,100.01,16781989,44.74,44.97,44.41,44.48,8308509,34.33,34.52,34.15,34.18,16775018,105.0,106.67,104.55,105.02,1407616.0,236.26,237.39,234.54,234.77,84819899,17.05,17.08,16.74,16.755,4824089,68.7,69.65,68.44,68.85,1718437,165.76,167.26,165.22,165.37,2728621.0
2017-04-06,120.72,122.08,120.44,121.96,1436573.0,107.59,108.42,107.15,108.04,4357539,381.25,385.44,380.24,384.23,198373.0,160.71,171.47,160.36,170.03,2718460,85.42,85.45,84.37,84.99,4269748,142.11,142.22,140.91,141.18,11375730,65.6,66.055,65.48,65.73,14744729,144.0,144.14,143.01,143.74,2475615,100.24,101.25,98.41,100.76,14409923,44.53,44.53,44.14,44.19,8159563,34.14,34.35,34.06,34.12,13448566,105.18,105.86,104.871,105.28,815606.0,234.95,236.04,234.425,235.39,53559902,16.84,17.01,16.69,16.995,4651427,68.96,69.66,68.515,69.33,1555816,165.45,166.02,164.84,165.42,1944113.0
2017-04-07,121.97,122.69,121.69,122.12,1452731.0,107.88,109.07,106.76,108.99,7388248,381.72,389.3,381.34,386.08,383373.0,169.7,171.0,169.43,170.62,1079626,84.73,84.85,83.82,84.38,4169414,141.2,141.55,140.24,140.78,9630262,65.85,65.96,65.44,65.69,10993783,143.79,143.89,142.71,143.1,2550969,101.02,101.73,99.72,100.34,8974445,44.09,44.385,43.99,44.31,8769367,34.09,34.25,34.04,34.11,12146309,105.15,106.2,105.15,106.05,686404.0,235.15,236.0,234.64,235.17,53293901,17.0,17.0,16.69,16.695,3564471,69.18,70.05,68.845,69.7,1250383,164.96,166.5,164.62,166.03,2273865.0
2017-04-10,121.64,122.6201,121.57,122.47,1402234.0,109.0,111.88,108.84,111.7,13006973,386.08,389.09,384.14,386.05,230865.0,170.2,171.57,169.85,171.22,1393508,84.13,84.61,83.86,84.23,2818008,141.0,141.43,140.63,141.03,7143870,65.61,65.82,65.36,65.53,11263253,143.04,144.65,141.21,143.85,4781345,100.36,100.63,97.6,97.77,14177915,44.21,44.445,43.955,43.99,7185753,34.13,34.215,33.97,34.03,13412538,105.89,106.41,105.26,105.8,528871.0,235.36,236.255,234.73,235.32,46610548,16.78,17.1,16.7775,16.9899,3653561,69.78,70.82,69.5,70.26,3990892,166.19,167.0,165.28,165.455,2263260.0
2017-04-11,123.05,124.4,122.42,122.75,1936640.0,111.4,111.79,109.46,110.49,8752602,383.68,384.52,379.55,384.14,295270.0,170.79,171.44,169.63,170.64,790200,84.07,84.27,83.3,83.86,2094205,140.8,141.0299,138.81,139.93,13600680,65.6,65.61,64.85,65.5,15929107,144.28,144.54,141.98,144.37,3481671,96.55,98.8999,96.35,98.12,13528985,43.89,44.45,43.76,44.18,13952289,34.02,34.08,33.74,33.93,17132574,105.49,106.11,104.87,105.98,715380.0,234.87,235.18,233.34,235.04,63951745,16.93,16.99,16.66,16.92,3029928,70.0,70.16,69.01,70.0,2097848,164.89,165.84,164.6,165.82,2430772.0
2017-04-12,122.43,122.95,122.09,122.32,1975854.0,110.5,111.7,110.31,110.63,6320653,382.93,384.8599,380.38,381.31,254477.0,171.43,171.45,169.69,170.17,915690,83.83,84.08,83.2,83.35,2291806,139.78,140.4,139.44,139.58,9910476,65.42,65.51,65.11,65.22,14342321,144.85,145.74,143.55,143.83,3528320,98.12,98.7,97.1,97.29,8678016,44.33,44.41,44.03,44.1769,7062562,33.88,33.99,33.71,33.91,19779198,105.5,105.5,104.521,105.04,899711.0,234.74,234.96,233.77,234.1,55338215,16.88,17.51,16.78,17.295,10869963,69.77,71.17,69.7,70.45,1728001,166.32,166.42,164.6,165.5,2276284.0
2017-04-13,122.75,123.31,122.25,122.61,1474248.0,110.73,111.45,109.82,110.27,5112751,379.11,384.54,378.01,379.0,255359.0,170.05,170.62,168.8,168.84,1055567,83.15,84.06,83.14,83.14,2155867,139.54,140.58,139.33,139.4,9305423,65.29,65.86,64.95,64.96,14561295,144.25,144.55,142.76,142.91,2978579,96.29,97.21,95.49,95.49,11073021,44.19,44.45,43.98,44.001,9107770,33.88,34.02,33.82,33.89,9756918,105.0,105.31,104.27,104.44,587126.0,233.63,234.49,232.54,232.54,63216959,17.27,17.37,16.75,16.92,4991368,70.31,71.04,69.88,70.26,1326733,164.95,165.65,164.67,164.96,1494554.0
2017-04-17,123.07,124.29,123.0,124.25,1378279.0,110.91,111.87,110.3,111.76,5851846,381.18,384.1,379.56,383.7,245993.0,168.77,169.75,168.71,169.69,1060943,83.25,84.23,83.0,84.2,2533129,139.76,141.55,139.75,141.43,8079500,65.04,65.49,65.01,65.47,11975562,144.43,147.32,144.43,147.2849,10676575,96.01,99.24,95.8,99.23,10562482,44.12,44.3551,44.0,44.25,7550221,33.9,34.05,33.82,33.99,10476088,104.82,105.46,104.315,105.39,618999.0,233.11,234.57,232.88,234.57,46820072,16.92,17.1,16.8201,17.09,2053838,70.49,71.51,70.3,71.47,1082331,164.99,167.42,164.96,167.2,3388788.0
2017-04-18,124.05,125.09,123.82,124.86,1786457.0,111.2,112.2,110.8674,111.23,7015026,381.59,384.23,379.5701,383.62,346388.0,170.05,170.32,169.47,170.12,1125373,84.0,84.4,83.53,83.68,2134804,141.27,141.905,140.61,140.96,10152496,65.33,65.71,65.16,65.39,12899875,147.34,147.4,140.0,143.36,17324198,98.64,99.54,97.6,99.28,8202626,44.21,44.58,44.14,44.53,9319173,33.76,33.88,33.66,33.83,18449090,104.87,105.38,104.32,104.73,927493.0,233.71,234.49,233.08,233.86,52786936,17.01,17.04,16.87,16.99,2989191,70.99,72.02,70.94,71.265,993449,170.25,170.25,167.7,168.52,4617124.0
2017-04-19,125.16,125.42,124.36,124.67,1737255.0,111.99,112.2,110.57,110.71,8297271,385.13,385.85,375.51,377.08,507895.0,170.84,170.93,169.82,170.06,1007762,84.08,84.21,83.35,83.48,2338420,141.35,143.04,141.27,142.27,13072634,65.65,65.75,64.89,65.03,17990980,143.37,144.0,138.66,139.76,10559070,100.0,100.98,99.41,99.68,8434126,44.44,44.54,44.08,44.18,9384126,33.87,33.91,33.55,33.6,21034064,104.97,105.8,104.67,105.01,921098.0,234.52,234.95,233.18,233.47,53760209,17.0,17.4273,16.98,17.21,3602309,71.72,72.15,71.39,71.8,1506280,169.59,171.19,168.6901,169.25,3849928.0
2017-04-20,124.7,124.93,123.98,124.31,1859413.0,111.53,113.6,111.48,112.96,11942929,378.35,382.84,375.67,381.6,532890.0,170.33,171.18,161.14,161.16,1519656,83.95,84.36,83.46,84.04,3192910,142.92,144.25,142.689,143.8,13224293,65.36,65.75,65.14,65.5,18229134,140.31,141.8,139.27,141.18,6328281,100.27,101.4464,99.41,101.25,8631420,44.26,44.63,44.17,44.54,9012637,33.63,33.87,33.48,33.75,15610391,105.63,106.61,104.36,106.37,1818243.0,234.15,235.845,233.78,235.3,65462557,17.31,17.75,17.3,17.7,4627532,72.31,72.51,71.65,72.3,1732662,169.52,172.19,168.37,171.51,2965213.0
2017-04-21,124.22,124.54,123.58,124.42,1139221.0,112.8,113.17,112.3,113.09,7542563,379.69,381.38,376.8,378.37,342405.0,162.45,171.288,161.7,170.78,1751328,84.01,84.4,83.65,83.8,2380458,144.0,144.17,143.39,143.67,9226971,65.56,66.7,65.45,66.41,27485328,141.39,143.03,140.9028,142.88,5353613,100.91,101.79,100.36,101.68,7526044,44.59,44.74,44.4,44.45,9765070,33.64,33.73,33.47,33.64,20160294,106.66,107.16,105.98,106.13,1440018.0,235.25,235.31,234.13,234.59,54056385,17.83,17.83,17.32,17.5,4907593,72.4,72.51,71.56,71.8,792067,172.13,172.62,170.47,171.21,2267130.0
2017-04-24,124.92,125.375,123.67,123.83,1556640.0,114.06,115.16,114.02,114.86,10823800,385.14,389.11,384.12,386.65,419458.0,172.0,172.61,171.33,172.33,1402320,84.51,84.65,83.75,84.17,2746851,144.94,145.6738,144.34,145.47,12206233,67.47,67.66,67.1,67.53,24937800,143.6,144.5,143.4,143.84,4078198,102.94,103.48,102.11,102.95,7787853,44.97,44.99,44.62,44.835,8696315,33.98,34.03,33.65,33.72,17400442,108.03,108.22,106.9,108.0,1718461.0,237.18,237.41,236.61,237.12,72965789,17.75,17.935,17.5848,17.86,5005477,72.97,73.09,72.49,72.63,1398525,172.66,173.16,171.7,172.32,1999379.0
2017-04-25,124.78,124.81,123.725,123.92,1716619.0,115.55,115.82,114.8,115.45,8576473,389.26,389.26,385.36,388.19,367226.0,172.81,173.04,172.29,172.68,1051732,84.57,85.13,84.35,84.73,2348317,145.8,147.15,145.7898,146.51,13110296,67.9,68.04,67.6,67.92,21868697,147.46,153.52,146.22,152.16,17863904,103.54,105.33,102.67,104.73,8117689,44.98,44.98,44.6,44.71,10570949,33.82,33.96,33.71,33.76,14860809,108.18,111.06,108.18,110.82,1957747.0,237.91,238.95,237.81,238.53,55736881,17.97,18.3,17.815,18.22,7418032,70.93,71.01,69.08,69.59,3629486,173.5,174.74,173.19,174.05,2145077.0
2017-04-26,123.45,123.95,122.78,122.8,1694243.0,115.37,115.75,114.6223,114.96,5469216,388.45,391.9,387.1,388.87,324820.0,178.05,178.27,175.42,176.79,3644723,84.75,85.12,84.39,84.98,1785985,147.09,147.59,146.09,146.57,9641980,68.08,68.31,67.62,67.82,20489095,151.53,152.15,148.9,150.17,8083360,105.29,105.39,103.94,104.02,7246672,44.75,45.04,44.64,44.7,9039637,33.86,34.03,33.85,33.86,15265588,110.89,110.89,109.61,110.48,1016423.0,238.53,239.53,238.35,238.44,57950185,18.25,18.25,17.92,18.08,4181481,69.5,70.68,69.44,70.16,1743765,174.51,175.65,173.98,174.38,2115817.0
2017-04-27,123.08,126.36,122.77,125.89,3123716.0,115.0,115.96,114.83,115.44,6974316,390.63,391.04,385.51,390.71,253486.0,177.32,177.79,176.4198,177.45,1647012,85.38,86.32,85.29,85.86,2512765,146.67,147.75,146.14,147.71,9114856,68.16,68.38,67.58,68.29,27000196,150.6,153.49,149.3,153.08,5794156,104.32,105.98,103.59,105.63,6346465,44.88,44.94,44.65,44.77,6608769,33.96,34.02,33.77,33.865,12812629,110.58,111.987,110.3,111.28,1366179.0,238.78,238.95,237.98,238.61,39577860,18.18,18.455,18.1505,18.23,5373774,70.51,70.68,70.01,70.52,930591,174.07,176.07,174.03,174.64,1883275.0
2017-04-28,125.46,126.19,124.881,125.97,2125502.0,115.9,115.99,115.0,115.5,5294514,390.1,391.36,384.29,384.7,386318.0,177.89,178.07,167.7,177.54,1598293,85.78,86.22,85.28,86.15,2236495,149.5,151.53,149.07,150.27,26575062,68.89,69.14,67.69,68.46,32410019,152.71,152.97,150.94,152.21,4907857,105.36,105.64,104.07,104.3,6767182,44.74,44.96,44.52,44.95,9908060,33.88,33.94,33.75,33.9,12742176,111.05,111.05,109.81,109.83,610018.0,238.9,238.93,237.93,238.1,42264701,18.32,18.4,17.945,18.245,3887884,70.54,70.92,70.17,70.89,1742521,174.61,175.0,173.91,174.87,1215728.0
2017-05-01,126.56,127.99,125.9,127.6,2520620.0,115.63,117.24,115.5,116.6592,5848576,387.2,387.2,383.01,383.73,267578.0,178.5,178.5,168.46,168.47,2754937,86.25,86.88,86.25,86.67,2642043,151.74,152.57,151.42,152.46,21619170,68.67,69.55,68.5,69.43,27119635,151.91,157.7,151.61,155.35,7697567,104.74,106.85,104.45,106.65,6321174,45.01,45.18,44.87,45.055,7731968,33.9,33.99,33.7699,33.8,19152934,109.67,109.95,109.11,109.48,506177.0,238.69,239.17,238.195,238.65,38750688,18.33,18.795,18.15,18.61,5141843,71.24,71.36,70.49,70.62,1760624,175.0,176.14,174.09,174.69,1897262.0
2017-05-02,127.73,128.61,127.54,127.9,2057153.0,117.06,118.69,117.02,118.03,8377639,383.57,384.93,382.31,384.29,254821.0,178.72,178.84,169.03,169.16,1984887,86.79,87.2,86.11,87.12,2744409,153.4,153.44,151.66,152.78,18192598,69.71,69.71,69.13,69.3,19179268,155.76,156.5,154.61,156.46,4210330,105.55,105.55,102.56,103.48,13430142,45.0,45.35,44.97,45.13,10264330,33.58,33.72,32.88,33.61,36820551,109.69,113.0,109.09,109.45,867265.0,238.84,238.98,238.3,238.79,39563850,18.98,19.03,18.47,18.815,8388834,70.9,71.39,70.43,71.375,1164981,174.91,175.3684,170.2735,174.12,4016234.0
2017-05-03,128.61,128.61,126.74,126.78,1392891.0,117.95,118.0,115.12,116.56,8225382,384.07,385.55,383.005,384.04,252299.0,169.32,180.46,169.28,179.8,2332164,86.97,87.0562,86.19,86.55,2097216,153.6,153.6,151.34,151.68,18102815,69.38,69.38,68.71,69.08,24576064,156.29,156.54,154.88,155.59,3235059,103.2,104.64,102.6,104.25,7347532,45.05,45.155,44.77,44.88,9189011,33.48,33.59,33.3,33.445,22070575,109.32,109.674,109.04,109.2,659122.0,238.32,238.8775,237.7,238.52,47292627,18.9,18.9,18.08,18.3,10878454,71.41,71.88,70.98,71.86,1458979,173.75,174.3,171.86,172.49,2619431.0
2017-05-04,126.71,127.84,126.01,127.39,1161544.0,115.94,116.41,115.15,115.865,5486134,386.4,386.4,381.24,383.24,283674.0,180.05,183.18,180.0,182.38,3162667,86.75,87.13,86.29,86.52,1802606,150.17,151.52,148.72,150.84,30267696,69.03,69.08,68.64,68.81,18561598,155.59,157.9,154.55,157.26,4148288,104.5,104.95,103.53,103.85,4493126,44.96,45.78,44.95,45.47,14384968,33.44,33.59,33.32,33.435,21670071,109.33,110.29,109.22,109.89,869053.0,238.83,238.9225,237.78,238.75,46170233,19.23,20.42,19.18,19.9,24380566,72.17,72.19,71.38,71.78,1196128,172.95,174.21,172.38,174.05,1847763.0
2017-05-05,127.64,128.84,127.14,128.64,1175739.0,116.05,116.15,114.8,116.04,5236960,382.31,383.81,381.395,383.71,401959.0,182.77,182.92,179.76,180.2,2794819,86.4,86.98,86.22,86.94,2209389,151.45,151.63,149.79,150.2,14954902,68.9,69.03,68.485,68.99,15644971,158.55,158.59,155.9,156.59,4373803,103.38,104.15,102.75,103.86,4724824,45.71,45.78,45.36,45.565,6637194,33.44,33.48,33.23,33.48,19095156,110.0,111.34,109.83,110.56,677498.0,239.18,239.72,238.68,239.72,43733544,19.75,19.9,19.35,19.78,8919074,71.94,71.94,71.36,71.9,981404,174.54,174.88,173.31,174.14,1548992.0
2017-05-08,129.0,129.16,127.81,128.84,980494.0,116.89,117.51,116.2,116.8401,5451599,384.64,384.9599,380.77,382.18,229001.0,174.66,174.7,171.6,172.64,2822206,86.93,87.17,86.62,86.84,1318373,150.71,151.08,149.74,151.05,12436514,68.97,69.05,68.42,68.94,13890169,156.73,157.64,155.3,156.38,3879100,104.34,104.4,102.31,102.77,7197965,45.47,45.705,45.42,45.555,6459167,33.4,33.62,33.35,33.44,14763828,109.75,109.95,108.16,108.4,1004277.0,239.76,239.92,239.17,239.67,32087919,19.73,19.84,19.47,19.55,5214316,71.85,72.0,70.5,71.06,1851930,173.93,174.56,173.5671,174.36,1464329.0
2017-05-09,128.88,129.01,127.88,128.07,994077.0,118.59,120.0,118.07,119.99,12867858,382.32,383.86,379.645,380.51,335565.0,173.61,173.92,172.31,172.68,2131522,87.03,87.62,86.9,87.09,2395461,151.49,152.59,150.21,150.49,15248726,68.86,69.28,68.68,69.03,16849917,156.1,157.85,155.97,157.46,3283473,103.15,104.93,102.66,102.89,11580790,45.5,45.68,45.38,45.48,5528475,33.56,33.59,33.35,33.38,14207236,108.47,108.72,107.53,107.82,994652.0,239.96,240.19,239.04,239.46,39723891,19.64,20.05,19.52,19.79,7413162,71.18,71.605,70.81,71.52,1502216,174.1,174.77,172.73,173.24,1143330.0
2017-05-10,128.0,128.15,126.94,127.09,1137107.0,120.1,120.33,119.1,119.98,7918414,380.58,382.47,377.85,382.36,257228.0,172.03,172.085,170.66,171.35,2058210,87.38,87.62,86.895,87.28,2381525,150.23,150.52,148.86,150.29,10132916,68.99,69.56,68.92,69.31,15254802,157.84,161.1,156.56,160.28,5627973,114.29,121.82,114.02,121.3,43302245,45.52,45.56,45.29,45.53,5312482,33.0,33.12,32.9,33.025,25255249,107.94,108.54,107.6,107.85,679563.0,239.38,239.87,239.15,239.85,34222778,19.73,19.97,19.65,19.96,5194194,71.38,72.05,71.15,72.05,1348852,173.04,173.64,172.461,173.37,1115973.0
2017-05-11,127.35,127.35,125.96,126.27,1370730.0,120.13,120.5,118.25,120.21,9446982,380.0,383.35,378.56,382.87,306899.0,170.78,171.55,170.1,171.26,1495259,87.38,87.9501,86.57,87.71,2045574,150.31,150.65,149.41,150.04,9326487,68.36,68.73,68.12,68.46,22425064,160.17,160.52,157.55,158.52,4552496,120.05,130.43,119.91,126.43,43672656,45.41,45.41,44.97,45.15,7623718,32.99,33.14,32.85,33.03,16112680,107.31,107.76,106.27,107.4,605568.0,239.35,239.57,238.13,239.41,45435690,19.95,19.99,19.55,19.72,4056882,71.71,72.03,71.03,71.25,1266649,172.76,173.856,171.67,173.32,1228728.0
2017-05-12,126.3,126.64,125.9,126.06,1151279.0,120.36,120.4677,119.51,120.33,7855663,381.74,385.2,381.1601,384.89,288645.0,171.29,171.85,168.7,168.89,1036754,87.97,89.28,87.57,89.04,4719411,150.34,150.46,149.63,150.33,8057137,68.61,68.61,68.04,68.38,14153682,159.01,160.84,158.51,160.82,3069795,126.63,129.6,125.78,127.89,20843681,45.01,45.15,44.915,45.07,6051440,32.89,33.07,32.89,33.02,14478781,107.29,107.47,106.82,107.12,344445.0,239.09,239.21,238.67,239.03,35283567,19.75,20.5,19.75,20.09,7177042,71.14,71.49,70.89,71.26,1025696,172.64,173.39,171.52,171.7,1658779.0
2017-05-15,126.03,128.27,125.9001,127.92,1165845.0,121.02,121.49,120.031,121.4899,9101788,386.6,391.4499,385.36,389.39,397014.0,168.3,171.98,168.3,171.58,1166080,89.31,89.94,89.05,89.795,3237569,150.17,151.48,149.77,150.19,11050707,68.16,68.48,67.57,68.43,23337850,160.25,161.78,159.76,160.01,3551741,129.56,134.41,129.38,134.31,23914289,45.24,45.36,45.09,45.31,5689878,32.97,33.18,32.8,33.14,10695543,107.16,108.42,107.155,107.98,512973.0,239.47,240.44,239.45,240.245,42230620,20.19,20.385,20.12,20.255,3899820,71.3,72.46,71.26,72.05,1099819,171.79,172.0,170.23,171.53,2131514.0
2017-05-16,127.99,128.9,127.31,128.37,910732.0,121.98,124.34,121.74,124.0049,14778880,389.76,392.28,387.71,391.28,435776.0,171.96,171.96,170.63,171.0,831448,90.04,90.28,89.41,89.73,5251032,150.11,150.21,149.03,149.77,11894262,68.23,69.44,68.16,69.41,28250842,160.5,161.18,159.33,159.41,2565078,136.31,137.44,133.3635,136.84,25106499,45.36,45.37,45.15,45.3,6574848,32.56,32.8,32.39,32.59,35276022,107.92,108.07,107.25,107.42,408494.0,240.62,240.67,239.63,240.1,37206183,20.28,20.69,20.125,20.33,7496413,71.95,72.09,71.07,71.83,1092629,170.89,171.0,167.25,168.1,3470274.0
2017-05-17,128.14,132.09,128.14,130.78,2791121.0,123.4,123.89,120.5,120.72,15517391,386.51,389.21,381.645,384.0,624144.0,170.66,171.5,167.05,167.18,1452154,89.06,89.33,87.57,87.83,4681208,148.0,148.67,144.4216,144.85,22416014,68.89,69.1,67.43,67.45,23586708,158.09,158.78,153.0,153.19,6194424,134.1,134.86,127.55,127.78,28060683,44.99,45.09,44.2,44.24,16134599,32.27,32.57,32.21,32.23,21486339,106.71,107.08,105.4,105.48,973025.0,238.1,238.64,235.75,235.85,118613594,19.87,20.16,19.53,19.56,11150905,70.6,70.9,68.94,69.24,1747765,166.96,170.39,166.65,168.87,3433094.0
2017-05-18,130.0,130.05,125.5,127.98,3442734.0,116.32,122.63,114.0,121.27,30130392,382.63,392.83,381.835,388.3,709934.0,168.13,171.02,167.71,170.72,1139196,88.04,88.4,87.17,87.79,7235840,144.72,148.15,144.51,147.65,18008016,67.39,68.13,67.14,67.72,20967661,153.61,156.89,153.24,155.69,4657333,129.42,133.43,127.05,133.06,25366724,44.06,44.41,43.6,44.15,11331131,32.19,32.42,32.07,32.23,20601297,105.62,106.11,104.9,105.41,1090044.0,235.7,237.75,235.43,236.67,82965499,19.47,19.9399,19.45,19.685,4974535,69.24,69.97,69.1,69.71,1252376,168.16,173.98,167.87,171.45,2918380.0
2017-05-19,128.11,132.86,127.59,128.31,2080737.0,123.96,126.4,123.07,123.22,18347401,389.52,394.97,388.55,393.3,501534.0,171.35,172.43,170.81,171.64,1313333,90.95,91.0,86.44,87.4,13904255,148.46,149.39,147.96,148.07,13244662,67.52,68.095,67.43,67.69,20641486,156.15,158.05,155.91,157.03,3308307,137.11,138.22,135.22,136.01,22768002,44.21,44.52,44.17,44.3,9958344,32.23,32.44,32.19,32.43,19904221,105.11,107.13,105.11,106.73,798141.0,237.33,239.08,237.27,238.3,69366163,19.88,20.0,19.725,19.91,4565008,69.74,70.75,69.44,70.63,780336,172.3,172.95,170.25,172.58,2906608.0
2017-05-22,128.29,129.09,126.71,128.72,1090912.0,125.05,125.59,123.555,124.75,11847107,395.69,399.0,394.5747,396.31,456535.0,172.24,173.24,170.38,170.39,1135311,87.54,89.049,86.87,88.93,5182899,148.07,148.59,147.69,148.22,10141214,67.89,68.47,67.5,68.45,11423708,157.86,158.6,156.43,157.15,3059202,137.77,139.48,137.33,138.9,18981639,44.33,44.65,44.28,44.63,6170734,32.5,32.5,32.12,32.12,17546369,106.95,107.2,106.15,106.41,635808.0,238.9,239.71,238.82,239.53,37630972,19.98,21.0,19.98,20.95,8883378,70.96,71.43,70.64,71.3,799494,173.0,174.9,172.7,174.71,2454676.0
2017-05-23,128.86,129.19,128.62,128.75,966848.0,124.67,125.675,122.85,122.9614,11580293,396.34,398.305,395.0301,395.91,554106.0,170.95,173.5198,170.64,172.47,1348943,88.69,89.25,88.16,88.49,3666021,148.52,148.81,147.25,148.07,10771139,68.72,68.75,68.38,68.69,12398439,157.75,158.31,156.8,157.96,2576480,139.7,139.79,135.71,137.02,14555788,44.68,44.84,44.52,44.57,5668550,32.12,32.28,32.08,32.15,15253896,106.48,107.065,106.09,106.73,556850.0,239.95,240.24,239.51,240.02,36771135,20.98,21.75,20.9,21.6635,12253464,71.23,71.29,70.48,71.07,1175897,174.44,175.52,173.71,175.22,1794838.0
2017-05-24,128.66,129.72,128.66,129.28,1077811.0,123.07,123.684,121.95,122.81,7129792,396.96,396.96,393.0,396.32,338261.0,172.95,173.13,171.8,173.01,977099,88.43,89.72,88.33,89.595,3933516,148.49,150.23,148.42,150.04,14972721,68.87,68.88,68.45,68.77,11426105,158.35,158.48,157.17,157.75,2469014,140.96,141.07,138.08,138.57,18059805,44.65,44.88,44.5,44.83,5994682,32.17,32.275,31.97,32.04,15950585,106.8,107.44,106.18,106.941,342319.0,240.32,240.73,239.93,240.59,37423590,21.64,21.98,21.42,21.93,6284753,69.07,69.51,67.62,68.68,4742036,175.41,176.1,174.52,175.59,1137763.0
2017-05-25,129.57,132.01,129.0,130.97,1074849.0,123.74,124.45,122.31,123.63,10333019,399.58,407.93,397.68,406.28,630560.0,173.5,175.05,173.3,174.72,1925584,90.04,91.81,89.91,91.29,5547464,150.3,152.59,149.95,151.98,16841601,68.97,69.88,68.91,69.62,17091239,160.99,164.1,160.55,163.05,7199497,140.0,140.03,136.44,138.26,13420715,44.99,45.3,44.83,45.2,6765782,32.06,32.2,31.97,32.16,14513265,107.17,107.51,106.57,106.92,806179.0,241.2,242.08,240.96,241.71,45278321,21.97,22.73,21.93,22.33,9413542,68.68,70.05,68.3,69.67,2138255,176.01,178.73,175.9396,178.02,1575463.0
2017-05-26,131.19,131.44,130.49,131.09,617809.0,123.93,124.65,123.1,124.0,6207906,404.24,407.75,403.12,406.99,620111.0,180.25,180.34,177.52,177.86,3774849,90.93,91.1,90.46,90.85,3655731,152.22,152.25,151.15,152.14,12143829,69.8,70.22,69.52,69.96,16791297,162.84,163.05,161.12,162.43,4061237,137.93,145.28,137.11,141.83,17755775,45.21,45.445,45.06,45.24,5880957,32.18,32.29,32.1,32.14,9799056,106.72,107.67,106.48,107.22,465870.0,241.55,241.9,241.45,241.74,30002081,22.34,22.61,22.22,22.33,6079176,69.57,70.13,69.04,69.72,1062146,177.68,178.89,177.0,177.49,1134171.0
2017-05-30,131.01,137.12,130.8,132.12,1549150.0,124.06,124.88,123.53,123.89,5933014,404.84,408.55,404.74,407.0,611082.0,177.68,179.3906,177.5,178.92,1587914,90.5,91.07,90.47,90.86,3672245,151.97,152.9,151.64,152.38,11230764,69.79,70.41,69.77,70.41,13709243,163.66,164.75,162.71,163.23,3977526,143.73,146.2911,143.05,144.87,19959985,45.11,45.46,45.11,45.4,9169834,32.02,32.31,32.01,32.14,13254505,107.0,107.0,105.88,106.48,779682.0,241.33,241.79,241.16,241.52,28437351,22.37,22.86,22.33,22.755,6572022,69.47,70.05,69.38,69.8,1109415,177.54,178.08,176.24,176.53,1435722.0
2017-05-31,132.48,133.66,131.13,131.2,1430633.0,123.64,124.1753,122.0,122.6,8581797,408.0,409.58,406.0922,409.21,598737.0,179.24,180.47,176.94,180.43,1701506,90.63,90.97,89.48,89.66,4141980,152.7,153.35,151.09,151.47,14286271,70.52,70.74,69.81,69.87,20186658,163.61,164.0,160.74,163.07,4139038,146.69,147.0,142.05,144.35,17901749,45.42,45.55,45.26,45.4,11778456,32.28,32.79,32.13,32.65,20229049,106.67,106.67,105.69,106.36,608901.0,241.84,241.88,240.64,241.42,59140588,23.07,23.5699,22.81,23.0,9664832,69.79,70.49,69.6,70.44,1290358,176.89,176.9,174.92,175.15,2004225.0
